,Cohort,Tank,Date,Total Tenure,Tank Tenure,Total Feed Offered (g),REQUIRED Feed(g)/Day,Feed Size 1,% CP,% of Total,Total Feed (g) size 1,Feed Size 2,% CP2,% of Total2,Total Feed (g) size 2,Feed Size 3,% CP3,% of Total3,Total Feed (g) size 3,Alkalinity Remaining g/L,Sodium bicarbo te (g),Turbostart (mL),PROJECTED GROWTH Feed Curve,Required g protien per shrimp,FCR Expected ,Manual Correction Factor,Daily Feed Required at 35% CP Feed(g),400-600um,600-1000um,1.0-1.3mm,1.3-1.8mm,1.8-2.4mm,Grams of Increased Feed,Daily Feed Required at Offered 35%CP (g),Total Tenure Feed Offered (g),HISTORIC expected size (Wt g/ Shrimp),% Difference from Growth Curve,EXPECTED SIZE (Wt g/ Shrimp),Wt.(g) increment2,AVERAGE SIZE Weight in Grams / Shrimp,% Difference from Growth Curve2,ADFI,ADG,FEED:GAIN,Calculated Count - Includes Daily Mortality Rate and Staff Removal Counts,Jumpers,Sump Dump,Total Daily MIA Assumed Loss - Actual Counted,Daily Mortality Assumption,Samples,Harvest,Termi tion,"Actual Count - Estimates Including Sump Dump, Jumpers and Other Loses",Harvest Weight in Pounds,Projected Growth (g),Shrimp Count/L,Shrimp Count/m2,Shrimp Count/m3,Biomass Kg/m2,Maximum Biomass Kg/m2 by Weight,Biomass (Kg)/m3,Shrimp Harvest Size Code,MBBR(LPM),MBBR(GPM),Standard(LPM),Standard(GPM),EN(LPM),EN(GPM),Tank Level (cm),Initial Salinity (ppt),Fi l Salinity (28-32 PPT),Pump Pressure (PSI),BioFilter Flow Rate (LPM),pH (7.5-8.4),D.O. (goal 4.5),Temperature (28-30°C),TSS,Turbidity,Mat? Y/N,Imhoff (15mL/L),TAN NH4,Un-ionized NH3-N (0.4mg/L),NO2-N (4.5mg/L),ALK CaCO3 (75-200mg/L),NO3-N (250mg/L),28ppt Sea Water Added (cm),Marine Mix (Pounds),0 ppt RO Water Added (cm),Amonium Chloride (NH4Cl)g,Sodium Nitrite ( NO2)g,FOS (C6H12O6)g,Sodium Carbo te ( CO3)g,Sodium Bicarbo te ( HCO3)g,Biowish,Turbo start,Water Exchange Percent,Monster,NOTES,Turbostart 10X(mL),FCR Expected,% Difference from Growth Curve1,EXPECTED SIZE (Wt g/ Shrimp),Back Flush Frequency,Filter 2 - Pump Pressure (PSI),BioFilter 2 Flow Rate (LPM),TAN NH4_2,TAN NH4_3,NO2-N (4.5mg/L)_2,NO2-N (4.5mg/L)_3,ALK CaCO3 (75-200mg/L)_2,ALK CaCO3 (75-200mg/L)_3,NO3-N (250mg/L)_2,NO3-N (250mg/L)_3,Wt.(g) increment1,ADJUSTED EXPECTED SIZE (Wt g/ Shrimp),BioFilter Flow Rate (LPM)_2,Molts-Harvest End (g),Molts-Feed End (g),Bead Filter 1 Assigned Flow Rate (LPM),Bead Filter 2 Assigned Flow Rate (LPM),Recommended Back Flush Frequency,Recommended Sump Dump Frequency,PROJECTED GROWTH/FEED CURVE,Wt.(g) increment for Feed,ADFI Over Entire Tenure,ADG Over Entire Tenure,BioFilter Flow Rate (LPM)_3,Bead Filter 3 Assigned Flow Rate (LPM),Recommended Back Flush Frequency - All Filters,Calculated Daily Water Exch ge,NOTES
34,Cohort1,RTB1,12/30/2018,67,34,6122,5275,Feed 5,35%,100%,5275, , ,0,0, , , ,0,22.3286635,12.7,0,8.845118619,0.089372037,,1,5275,0,0,0,0,5275,91,5275,106496,8.845118619,,,0.34, ,0,0.076412861,-4.48E-05,-1706.553895,20657.93341,85, ,57.45194432,142.4519443, , , ,20686.34436,0,7.249556,0.5,123.8888231,406.4593933,0.898138961,2.810778239,2.946650133,93.37061779,180,48,90,24,60,16,40,28.8,28.8,6.5-10.6,213,7.42,4.36,28.12, , ,n, ,0.51, , , , , , , , , , , ,21,12.7, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,,
35,Cohort1,RTB1,12/31/2018,68,35,6265,5364,Feed 5,35%,100%,5364, , ,0,0, , , ,0,19.33098597,12.9,0,9.185118619,0.091505947,,1,5364,0,0,0,0,5364,89,5364,112761,9.185118619,,,0.34, ,0,0.080271824,-4.41E-05,-1819.494683,20515.48147,120,23,0,141.4696313, , , ,20543.34436,0,7.589556,0.5,123.0324078,403.6496318,0.933761349,2.838965451,3.063521485,89.18776308,183,49,92,25,61,17,40,28.3,28.3,6.4-6.9,170,7.43,4.6,28.2, , ,n, ,0.66,0.01,1.19,247,48, , , , , , , ,21.5,12.7, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,,
36,Cohort1,RTB1,1/1/2019,69,36,6407,5450,Feed 5,35%,100%,5450, , ,0,0, , , ,0,16.43435375,13.1,0,9.525118619,0.093621419,,1,5450,0,0,0,0,5450,86,5450,119168,9.525118619,,,0.34, ,0,0.084183862,-4.35E-05,-1936.228829,20374.01184, , ,140.4940921,140.4940921, , , ,20402.85027,0,7.929556,0.5,122.1910002,400.8891081,0.968920378,2.865917182,3.178872633,85.36360956,186,49,93,25,62,17,40,28.4,28.4,6.5-11.4,175,7.36,4.6,28, , ,n, ,0.67,0.01,1.45, , , , , , , , ,543.2,22,12.7, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,,
37,Cohort1,RTB1,1/2/2019,70,37,6547,5441,Feed 5,35%,100%,5441, , ,0,0, , , ,0,16.73748968,13.1,0,9.865118619,0.094125,,1,5441,0,0,0,0,5441,-9,5441,125715,9.865118619,,,0.34,8.51788889,0.86343502,0.088148009,0.12164127,0.724655446,20233.51774, , ,139.52528,139.52528,8, , ,20255.32499,0,8.269556,0.4,121.3074833,397.9904309,1.003159027,2.891737204,3.291204156,81.85391361,186,49,93,25,62,17,40,28.6,28.6,6.1-8.9,184,7.43,4.5,28, , ,n, ,0.73,0.01,1.46, , , , , , , , , ,22.4,12.7, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,,
38,Cohort1,RTB1,1/3/2019,71,38,6646,5402,Feed 5,35%,100%,5402, , ,0,0, , , ,0,18.05107871,13,0,10.20511862,0.094125,,1,5402,0,0,0,0,5402,-39,5402,132361,10.20511862,,,0.34, ,0,0.0921362,-4.23E-05,-2180.556732,20085.99246,90,17,31.50798253,138.5079825, , , ,20116.81701,0,8.85788889,0.4,120.4779704,395.2689316,1.067180475,2.934004704,3.501248278,76.41725142,184,49,92,25,62,17,40,28.8,28.8,5.8-17.3,188,7.31,4.4,28.2, , ,n, ,0.54,0.01,1.52,241, , , , , , , ,657.2,22.8,12.7, , , ,cleaned bubble bars. Chunks in bars, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,,
39,Cohort1,RTB1,1/4/2019,72,39,6762,5364,Feed 5,35%,100%,5364, , ,0,0, , , ,0,19.33098597,12.9,0,10.54511862,0.094125,,1,5364,0,0,0,0,5364,-38,5364,139123,10.54511862,,,0.34, ,0,0.096199573,-4.17E-05,-2308.789741,19947.48448,31, ,106.5528661,137.5528661, , , ,19979.26414,0,9.19788889,0.4,119.6541775,392.5661992,1.10056583,2.957169003,3.610780282,73.59248742,183,49,92,25,61,17,40,28.8,28.8,5.6-8.5,183,7.45,4.5,28.2, , ,n, ,0.65,0.01,1.31,246.5,48.9, , , , , , , ,23.2,12.7, , , ,flow valve to bead filters wide open, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,,
40,Cohort1,RTB1,1/5/2019,73,40,5345,5327,Feed 5,35%,100%,5327, , ,0,0, , , ,0,20.57721146,12.8,0,10.88511862,0.094125,,1,5327,0,0,0,0,5327,-37,5327,144468,10.88511862,,,0.34, ,0,0.099211191,-4.11E-05,-2414.138988,19809.93162,19, ,117.6043359,136.6043359, , , ,19842.6598,0,9.53788889,0.4,118.8360653,389.8821041,1.133445187,2.979492385,3.718652189,70.96911384,182,48,91,24,61,16,40,27.9,27.9,9.1-4.7,194,7.42,4.5,28.3, , ,n, , , , , , , , , , , , , ,23.6,12.7, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,,
41,Cohort1,RTB1,1/6/2019,74,41,7032,5291,Feed 5,35%,100%,5291, , ,0,0, , , ,0,21.78975518,12.7,0,11.22511862,0.094125,,1,5291,0,0,0,0,5291,-36,5291,151500,11.22511862,,,0.34, ,0,0.103347015,-4.05E-05,-2549.226367,19673.32728,2, ,133.6623466,135.6623466, , , ,19706.99746,0,9.87788889,0.4,118.0235946,387.2165178,1.165823954,3,3.824881739,68.52633492,181,48,91,24,61,16,40,28.7,28.7,6.4-0,178,7.33,4.52,28.2, , ,n, ,0.71,0.01,1.11,239.33, , , , , , , ,609.6,24.1,12.7, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,,
42,Cohort1,RTB1,1/7/2019,75,42,7063,5254,Feed 5,35%,100%,5254, , ,0,0, , , ,0,23.03598067,12.6,0,11.56511862,0.094125,,1,5254,0,0,0,0,5254,-37,5254,158563,11.56511862,,,0.34, ,0,0.107463944,-4.00E-05,-2686.59859,19537.66493,31,2,101.726853,134.726853, , , ,19572.2706,0,10.21788889,0.4,117.2167265,384.5693128,1.197707488,3,3.929486509,66.24612282,179,48,90,24,60,16,40,28.7,28.7,0-10.1,170,7.29,4.5,28.5, , ,n, ,1.08,0.01,1.22,241,47, , , , , , ,707.5,24.2,12.7, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,,
43,Cohort1,RTB1,1/8/2019,76,43,7060,5218,Feed 5,35%,100%,5218, , ,0,0, , , ,0,24.24852438,12.5,0,11.90511862,0.094125,,1,5218,0,0,0,0,5218,-36,5218,165623,11.90511862,,,0.34, ,0,0.111540965,-3.95E-05,-2825.704446,19402.93808,19, ,114.7978103,133.7978103, , , ,19438.47279,0,10.55788889,0.4,116.4154224,381.9403622,1.229101095,3,4.032483907,64.11277192,178,47,89,24,60,16,40,28.8,28.8,0-10.4,171,7.29,4.4,28.3, , ,n, ,0.96,0.01,1.44, , , , , , , , ,707.5,24.2,12.7, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,,
44,Cohort1,RTB1,1/9/2019,77,44,7047,5182,Feed 5,35%,100%,5182, , ,0,0, , , ,0,25.4610681,12.4,0,12.24511862,0.094125,,1,5182,0,0,0,0,5182,-36,5182,172670,12.24511862,,,0.34,10.2374,0.836039267,0.115573607,0.132914286,0.869534873,19269.14027,19, ,113.875174,132.875174,12, , ,19293.59762,0,10.89788889,0.4,115.5477768,379.0937561,1.259226834,3,4.131321632,62.11253659,177,47,89,24,59,16,39,29,29,0-9.7,176,7.31,4.4,28.2, , ,n, ,0.99,0.01,1.55, , , , , , , , ,657.2,24.2,12.7, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,,
45,Cohort1,RTB1,1/10/2019,78,45,7038,5143,Feed 5,35%,100%,5143, , ,0,0, , , ,0,26.77465713,12.3,0,12.58511862,0.094125,,1,5143,0,0,0,0,5143,-39,5143,179708,12.58511862,,,0.34, ,0,0.119566762,-3.85E-05,-3108.735825,19124.2651,30,18,83.87615103,131.876151, , , ,19161.72147,0,10.5774,0.4,114.7579814,376.5025636,1.213841072,3,3.982418216,63.99450927,175,47,88,24,59,16,39,28.6,28.6,0-10.9,172,6.89,4.4,28.3, , ,n, ,1.17,0.01,1.67,251, , , , , , , , ,24.1,12.7, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,,
46,Cohort1,RTB1,1/11/2019,79,46,7035,5108,Feed 5,35%,100%,5108, , ,0,0, , , ,0,27.95351908,12.3,0,12.92511862,0.094125,,1,5108,0,0,0,0,5108,-35,5108,186743,12.92511862,,,0.34, ,0,0.123603989,-3.80E-05,-3254.905031,18992.38894,21, ,109.9667661,130.9667661, , , ,19030.7547,0,10.9174,0.4,113.9736321,373.9292393,1.244295731,3,4.082335077,62.00153172,174,46,87,23,58,16,40,28.6,28.6,0-11.6,170,7.32,4.5,28.2, , ,n, ,1.33,0.01,2.08, , , , , , , , ,633,24.1,12.7,6871, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,,
47,Cohort1,RTB1,1/12/2019,80,47,7031,5072,Feed 5,35%,100%,5072, , ,0,0, , , ,0,29.1660628,12.2,0,13.26511862,0.094125,,1,5072,0,0,0,0,5072,-36,5072,193774,13.26511862,,,0.34, ,0,0.127533983,-3.75E-05,-3400.906201,18861.42218,29, ,101.063652,130.063652, , , ,18900.69105,0,11.2574,0.4,113.1946916,371.37366,1.274277921,3,4.18070184,60.1289394,173,46,87,23,58,16,40,27.8,27.8,0-11.2,185,7.41,4.5,28.4, , ,n, ,1.09,0.02,2.3, , , , , , , , , ,24.1,12.7,6871, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,,
48,Cohort1,RTB1,1/13/2019,81,48,7028,5037,Feed 5,35%,100%,5037, , ,0,0, , , ,0,30.34492475,12.1,0,13.60511862,0.094125,,1,5037,0,0,0,0,5037,-35,5037,200802,13.60511862,,,0.34, ,0,0.131434258,-3.70E-05,-3548.724978,18731.35853,24, ,105.1667656,129.1667656, , , ,18771.52429,0,11.5974,0.4,112.4211224,368.8357033,1.303792725,3,4.277535186,58.36614434,172,46,86,23,58,16,40,29.2,29.2,0-12.2,176,7.36,4.5,28.5, , ,n, ,1.06,0.01,2.2, , , , , , , , ,543.2,24.1,12.7,6871, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,,
49,Cohort1,RTB1,1/14/2019,82,49,7025,5003,Feed 5,35%,100%,5003, , ,0,0, , , ,0,31.49010492,12,0,13.94511862,0.094125,,1,5003,0,0,0,0,5003,-34,5003,207827,13.94511862,,,0.34, ,0,0.135306556,-3.66E-05,-3698.379195,18602.19176,32,12,84.27606384,128.2760638, , , ,18643.24822,0,11.9374,0.4,111.6528875,366.3152478,1.33284518,3,4.372851639,56.70376484,171,45,86,23,57,15,40,28.5,28.5,0-12.7,167,7.33,4.4,28.5, , ,n, ,1.31,0.01,2.17,240,53.2, , , , , , ,609.6,24,12.7,6871, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,,
50,Cohort1,RTB1,1/15/2019,83,50,6988,4968,Feed 5,35%,100%,4968, , ,0,0, , , ,0,32.66896687,11.9,0,14.28511862,0.094125,,1,4968,0,0,0,0,4968,-35,4968,214815,14.28511862,,,0.34, ,0,0.139130516,-3.61E-05,-3849.277597,18473.9157,16,3,108.3915042,127.3915042, , , ,18515.85672,0,12.2774,0.4,110.8899502,363.8121727,1.361440275,3,4.466667569,55.13345842,170,45,85,23,57,15,39,28.5,28.5,0-13.2,158,7.36,4.5,28.5, , ,n, ,1.1,0.01,2.13,244, , , , , , , ,543.2,24,12.7,6871, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,,
51,Cohort1,RTB1,1/16/2019,84,51,6982,4934,Feed 5,35%,100%,4934, , ,0,0, , , ,0,33.81414705,11.8,0,14.62511862,0.094125,,1,4934,0,0,0,0,4934,-34,4934,221797,14.62511862,,,0.34,12.992,0.888334675,0.142928035,0.154630952,0.924317112,18346.52419,22, ,104.5130442,126.5130442,13, , ,18376.34367,0,12.6174,0.4,110.054418,361.0709253,1.388600614,3,4.555776293,53.64778182,168,45,84,23,56,15,40,28.5,28.5,0-14.1,160,7.36,4.4,28.5, , ,n, ,1.12,0.01,2.09,242, , , , , , , ,543.2,23.9,12.7,6871, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,,
52,Cohort1,RTB1,1/17/2019,85,52,6975,4896,Feed 5,35%,100%,4896, , ,0,0, , , ,0,35.09405431,11.7,0,14.96511862,0.094125,,1,4896,0,0,0,0,4896,-38,4896,228772,14.96511862,,,0.34, ,0,0.146700011,-3.53E-05,-4156.500301,18207.01115,36, ,89.55099713,125.5509971, , , ,18250.79268,0,13.332,0.4,109.3025034,358.6040138,1.457220975,3,4.780908711,50.7722414,167,45,84,23,56,15,40,28.8,28.8,0-13.6,189,7.41,4.5,28.5, , ,n, ,1.24,0.02,2.29,242, , , , , , , , ,23.9,12.7,6871, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,,
53,Cohort1,RTB1,1/18/2019,86,53,6972,4863,Feed 5,35%,100%,4863, , ,0,0, , , ,0,36.20555272,11.7,0,15.30511862,0.094125,,1,4863,0,0,0,0,4863,-33,4863,235744,15.30511862,,,0.34, ,0,0.150557897,-3.49E-05,-4315.993036,18081.46015,35,21,68.68522884,124.6852288, , , ,18126.10745,0,13.672,0.4,108.5557738,356.1541134,1.484174539,3,4.869339038,49.50961984,166,44,83,22,56,15,40,28.8,28.8,0-13.2,164,7.26,4.5,28.4, , ,n, ,1.16,0.01,2.63,238.6, , , , , , , ,787.9,23.9,12.7,6871, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,,
54,Cohort1,RTB1,1/19/2019,87,54,6969,4829,Feed 5,35%,100%,4829, , ,0,0, , , ,0,37.3507329,11.6,0,15.64511862,0.094125,,1,4829,0,0,0,0,4829,-34,4829,242713,15.64511862,,,0.34, ,0,0.154290891,-3.45E-05,-4474.43584,17956.77492,22, ,101.8254307,123.8254307, , , ,18002.28202,0,14.012,0.4,107.8141934,353.7211069,1.510692478,3,4.956340151,48.30827308,165,44,83,22,55,15,40,28.8,28.8,0-11.9,158,7.41,4.6,28.5, , ,n, ,0.88,0.02,2.39,240, , , , , , , , ,23.9,12.7,6871, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,,
55,Cohort1,RTB1,1/20/2019,88,55,6965,4796,Feed 5,35%,100%,4796, , ,0,0, , , ,0,38.4622313,11.5,0,15.98511862,0.094125,,1,4796,0,0,0,0,4796,-33,4796,249678,15.98511862,,,0.34, ,0,0.158004431,-3.41E-05,-4634.796636,17832.94949,25, ,97.97156146,122.9715615, , , ,17879.31046,0,14.352,0.4,107.0777268,351.3048779,1.536779535,3,5.041927608,47.16384632,164,44,82,22,55,15,40, , ,0-12,154, ,4.6,28.4, , ,n, , , , , , , , , , , , , ,23.9,12.7, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,,
56,Cohort1,RTB1,1/21/2019,89,56,6930,4763,Feed 5,35%,100%,4763, , ,0,0, , , ,0,39.57372971,11.4,0,16.32511862,0.094125,,1,4763,0,0,0,0,4763,-33,4763,256608,16.32511862,,,0.34, ,0,0.161680263,-3.37E-05,-4796.514454,17709.97793,59,17,46.12358032,122.1235803, , , ,17757.18688,0,14.692,0.4,106.3463387,348.9053106,1.562440408,3,5.126116823,46.07238786,163,43,82,22,55,15,40,28.9,28.9,0-12.2,166,7.29,4.4,28.3, , ,n, ,1,0.01,1.93,227, , , , , , , ,707.5,23.8,12.7,6871, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,,
57,Cohort1,RTB1,1/22/2019,90,57,6927,4730,Feed 5,35%,100%,4730, , ,0,0, , , ,0,40.68522812,11.4,0,16.66511862,0.094125,,1,4730,0,0,0,0,4730,-33,4730,263535,16.66511862,,,0.34, ,0,0.165339939,-3.33E-05,-4960.198163,17587.85435,14, ,107.2814466,121.2814466, , , ,17635.90543,0,15.032,0.4,105.619994,346.52229,1.58767975,3,5.208923064,45.03030351,161,43,81,22,54,15,40,29,29,0-13.8,174,7.42,4.5,28.5, , ,n, ,0.88,0.02,1.89, , , , , , , , , ,23.7,12.7,6871, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,,
58,Cohort1,RTB1,1/23/2019,91,58,6478,4697,Feed 5,35%,100%,4697, , ,0,0, , , ,0,41.79672653,11.3,0,17.00511862,0.094125,,1,4697,0,0,0,0,4697,-33,4697,270013,17.00511862,,,0.34,15.39767,0.905472661,0.168705958,0.169172198,0.997243995,17466.5729,38, ,82.4451201,120.4451201,22, , ,17493.46031,0,15.372,0.4,104.7669018,343.7234312,1.610476815,3,5.283716585,44.0343171,160,43,80,22,54,15,40,28.6,28.6,0-13.2,186,7.35,4.5,28.3, , ,n, ,0.91,0.01,1.51,220, , , , , , , ,564.7,23.7,12.7, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,,
59,Cohort1,RTB1,1/24/2019,92,59,6893,4659,Feed 5,35%,100%,4659, , ,0,0, , , ,0,43.07663379,11.2,0,17.34511862,0.094125,,1,4659,0,0,0,0,4659,-38,4659,276906,17.34511862,,,0.34, ,0,0.172320457,-3.26E-05,-5284.494017,17324.12778,64,24,31.46285416,119.4628542, , , ,17373.99745,0,15.73767,0.4,104.0514486,341.3761436,1.637527361,3,5.372465094,43.01116508,159,42,80,21,53,14,40,28.7,28.7,0-12.8,182,7.31,4.5,28.5, , ,n, ,0.89,0.01,1.22,224,59.37, , , , , , ,657.2,23.6,12.7, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,,
60,Cohort1,RTB1,1/25/2019,93,60,6859,4627,Feed 5,35%,100%,4627, , ,0,0, , , ,0,44.15445043,11.1,0,17.68511862,0.094125,,1,4627,0,0,0,0,4627,-32,4627,283765,17.68511862,,,0.34, ,0,0.176126417,-3.23E-05,-5459.918936,17204.66493,27, ,91.63906819,118.6390682, , , ,17255.35839,0,16.07767,0.4,103.3409289,339.0450424,1.661481353,3,5.451054306,42.10159323,158,42,79,21,53,14,40,29,29,0-13.6,185,7.32,4.5,28.5, , ,n, ,0.97,0.01,1.25,220,70.8, , , , , , ,633,23.5,12.7, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,,
61,Cohort1,RTB1,1/26/2019,94,61,6856,4595,Feed 5,35%,100%,4595, , ,0,0, , , ,0,45.23226706,11,0,18.02511862,0.094125,,1,4595,0,0,0,0,4595,-32,4595,290621,18.02511862,,,0.34, ,0,0.179702004,-3.19E-05,-5630.662792,17086.02586,34, ,83.82096283,117.8209628, , , ,17137.53742,0,16.41767,0.4,102.6353088,336.7300158,1.68503263,3,5.528322278,41.22969474,157,42,79,21,53,14,40,29.4,29.4,0-13.6,173,7.41,4.5,28.2, , ,n, , , , , , , , , , , , , ,23.5,12.7, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,,
62,Cohort1,RTB1,1/27/2019,95,62,6841,4563,Feed 5,35%,100%,4563, , ,0,0, , , ,0,46.3100837,11,0,18.36511862,0.094125,,1,4563,0,0,0,0,4563,-32,4563,297462,18.36511862,,,0.34, ,0,0.18325964,-3.16E-05,-5803.221931,16968.2049,31, ,86.00849893,117.0084989, , , ,17020.52892,0,16.75767,0.4,101.9345545,334.430953,1.708185626,3,5.604283549,40.39317652,156,42,78,21,52,14,40,29.7,29.7,0-13.5,181,7.37,4.5,28.2, , ,n, , , , , , , , , , , , ,522.4,23.5,12.7, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,,
63,Cohort1,RTB1,1/28/2019,96,63,6837,4532,Feed 5,35%,100%,4532, , ,0,0, , , ,0,47.35421857,10.9,0,18.70511862,0.094125,,1,4532,0,0,0,0,4532,-31,4532,304299,18.70511862,,,0.34, ,0,0.186807106,-3.13E-05,-5977.82739,16851.1964,27,27,62.20163757,116.2016376, , , ,16904.32729,0,17.09767,0.4,101.2386324,332.1477441,1.730944728,3,5.678952519,39.58992789,155,41,78,21,52,14,40,28.7,28.7,0-15,174,7.29,4.5,28.3, , ,n, ,0.74,0.01,1.04,226,70.1, , , , , , ,707.5,23.4,12.7, , , ,437 gr of molts in tb1-4, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,,
64,Cohort1,RTB1,1/29/2019,97,64,6834,4501,Feed 5,35%,100%,4501, , ,0,0, , , ,0,48.39835344,10.8,0,19.04511862,0.094125,,1,4501,0,0,0,0,4501,-31,4501,311133,19.04511862,,,0.34, ,0,0.190345933,-3.09E-05,-6154.518501,16734.99476,27,7,81.40034013,115.4003401, , , ,16788.92695,0,17.43767,0.4,100.5475092,329.8802795,1.753314285,3,5.752343454,38.81800277,154,41,77,21,52,14,40,29,29,0-15.8,160,7.33,4.5,28, , ,n, ,0.79,0.01,1.16, , , , , , , , ,609.6,23.4,12.7, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,,
65,Cohort1,RTB1,1/30/2019,98,65,6831,4469,Feed 5,35%,100%,4469, , ,0,0, , , ,0,49.47617008,10.7,0,19.38511862,0.094125,,1,4469,0,0,0,0,4469,-32,4469,317964,19.38511862,,,0.34,17.52622,0.904106926,0.193877002,0.178808367,1.084272536,16619.59442,32, ,82.60456823,114.6045682,5, , ,16669.32238,0,17.77767,0.4,99.83120723,327.5302075,1.774766258,3,5.822723943,38.07560397,153,41,77,21,51,14,40,29,29,0-13.3,170,7.13,4.5,28.5, , ,foam, ,0.9,0.01,1.36, , , , , , , , ,1206.5,23.4,12.7, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,,
66,Cohort1,RTB1,1/31/2019,99,66,6794,4437,Feed 5,35%,100%,4437, , ,0,0, , , ,0,50.55398672,10.6,0,19.72511862,0.094125,,1,4437,0,0,0,0,4437,-32,4437,324758,19.72511862,,,0.34, ,0,0.197380499,-3.03E-05,-6513.556463,16499.98985,43, ,70.77980503,113.779805, , , ,16555.54257,0,17.86622,0.4,99.14978929,325.2945843,1.771431948,3,5.811784608,37.88689059,151,40,76,20,51,14,40,29.2,29.2,0-14.6,186,7.31,4.5,28.6, , ,n, ,0.84,0.01,1.41,237.5,71.9, , , , , , ,657.2,23.3,12.7, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,,
67,Cohort1,RTB1,2/1/2019,100,67,6781,4407,Feed 5,35%,100%,4407, , ,0,0, , , ,0,51.56443982,10.6,0,20.06511862,0.094125,,1,4407,0,0,0,0,4407,-30,4407,331539,20.06511862,,,0.34, ,0,0.200932851,-3.00E-05,-6697.761694,16386.21005,38,22,52.99520794,112.9952079, , , ,16442.54737,0,18.20622,0.4,98.47307024,323.0743774,1.792822381,3,5.881963192,37.17935532,150,40,75,20,50,14,40,29.3,29.3,0-13.2,179,7.34,4.6,28.5, , ,n, ,0.49,0.01,1.4, , , , , , , , ,586.8,23.2,12.7, , , ,817 grams of molts in TB 1-4, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,,
68,Cohort1,RTB1,2/2/2019,101,68,6778,4376,Feed 5,35%,100%,4376, , ,0,0, , , ,0,52.60857468,10.5,0,20.40511862,0.094125,,1,4376,0,0,0,0,4376,-31,4376,338317,20.40511862,,,0.34, ,0,0.204420257,-2.97E-05,-6882.148648,16273.21484,37, ,75.21602124,112.2160212, , , ,16330.33134,0,18.54622,0.4,97.80101768,320.8694806,1.81383919,3,5.950915978,36.49776194,149,40,75,20,50,14,40,29.1,29.1,0-14.7,200,7.3,4.5,28.5, , ,n, ,0.73,0.01,1.41,236, , , , , , , ,682,23.2,12.7, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,,
69,Cohort1,RTB1,2/3/2019,102,69,6774,4346,Feed 5,35%,100%,4346, , ,0,0, , , ,0,53.61902778,10.4,0,20.74511862,0.094125,,1,4346,0,0,0,0,4346,-30,4346,345091,20.74511862,,,0.34, ,0,0.207902687,-2.94E-05,-7068.691372,16160.99882,22, ,89.44220761,111.4422076, , , ,16218.88914,0,18.88622,0.4,97.13359942,318.6797881,1.834486528,3,6.018656588,35.84070938,148,40,74,20,50,14,40,29.3,29.3,0-16.1,178,7.3,4.5,28.4, , ,n, ,0.74,0.01,1.51,236, , , , , , , ,682,23.2,12.7, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,,
