,Variable,date,Tank,Mean,Cohort
1710,Antenna:Shrimp lengths (ratio):,11/6/2018,ST2,0.742338371,
1711,Condition Factor:,11/6/2018,ST2,1.117102978,
1712,Gut content (score):,11/6/2018,ST2,0.8,
1713,Hepatosomatic index:,11/6/2018,ST2,0.060491926,
1714,Surface necrosis (score):,11/6/2018,ST2,0,
1715,Antenna:Shrimp lengths (ratio):,11/13/2018,ST2,0.595568713,
1716,Condition Factor:,11/13/2018,ST2,1.177317993,
1717,Gut content (score):,11/13/2018,ST2,0.4,
1718,Hepatosomatic index:,11/13/2018,ST2,0.062447046,
1719,Surface necrosis (score):,11/13/2018,ST2,0.4,
1720,Antenna:Shrimp lengths (ratio):,11/20/2018,ST2,0.647164431,
1721,Condition Factor:,11/20/2018,ST2,1.042837506,
1722,Gut content (score):,11/20/2018,ST2,0.2,
1723,Hepatosomatic index:,11/20/2018,ST2,0.065457619,
1724,Surface necrosis (score):,11/20/2018,ST2,0.4,
1725,Antenna:Shrimp lengths (ratio):,11/27/2018,ST2,0.348299933,
1726,Condition Factor:,11/27/2018,ST2,1.115315116,
1727,Gut content (score):,11/27/2018,ST2,0.6,
1728,Hepatosomatic index:,11/27/2018,ST2,0.059473788,
1729,Surface necrosis (score):,11/27/2018,ST2,0,
1730,Gut content (score):,12/26/2018,ST2,1.8,
1731,Gut content (score):,1/2/2019,ST2,2.6,
1732,Gut content (score):,1/8/2019,ST2,3.8,
1733,Gut content (score):,1/15/2019,ST2,0,
1734,Gut content (score):,1/22/2019,ST2,0.4,
1735,Antenna:Shrimp lengths (ratio):,1/29/2019,ST2,1.098455298,
1736,Condition Factor:,1/29/2019,ST2,1.164253749,
1737,Gut content (score):,1/29/2019,ST2,1.8,
1738,Hepatosomatic index:,1/29/2019,ST2,0.055257002,
1739,Surface necrosis (score):,1/29/2019,ST2,0.4,
1740,Antenna:Shrimp lengths (ratio):,2/5/2019,ST2,1.416326123,
1741,Condition Factor:,2/5/2019,ST2,1.32790239,
1742,Gut content (score):,2/5/2019,ST2,1,
1743,Hepatosomatic index:,2/5/2019,ST2,0.068558559,
1744,Surface necrosis (score):,2/5/2019,ST2,0,
1745,Antenna:Shrimp lengths (ratio):,2/12/2019,ST2,14.09758938,
1746,Condition Factor:,2/12/2019,ST2,1.146396037,
1747,Gut content (score):,2/12/2019,ST2,1.4,
1748,Hepatosomatic index:,2/12/2019,ST2,0.066685468,
1749,Surface necrosis (score):,2/12/2019,ST2,0,
1750,Antenna:Shrimp lengths (ratio):,2/19/2019,ST2,0.606659981,
1751,Condition Factor:,2/19/2019,ST2,1.067280585,
1752,Gut content (score):,2/19/2019,ST2,1.4,
1753,Hepatosomatic index:,2/19/2019,ST2,0.053479894,
1754,Surface necrosis (score):,2/19/2019,ST2,0.6,
1755,Gut content (score):,3/12/2019,ST2,2.2,
1756,Gut content (score):,3/19/2019,ST2,0,
1757,Gut content (score):,3/26/2019,ST2,0.4,
1758,Antenna:Shrimp lengths (ratio):,5/7/2019,ST2,0.747554639,
1759,Condition Factor:,5/7/2019,ST2,0.941835367,
1760,Gut content (score):,5/7/2019,ST2,0.6,
1761,Hepatosomatic index:,5/7/2019,ST2,0.036432442,
1762,Surface necrosis (score):,5/7/2019,ST2,1,
1763,Weight (g),5/7/2019,ST2,10.216,
1764,Antenna:Shrimp lengths (ratio):,5/14/2019,ST2,0.553404621,
1765,Condition Factor:,5/14/2019,ST2,0.912996189,
1766,Gut content (score):,5/14/2019,ST2,1.2,
1767,Hepatosomatic index:,5/14/2019,ST2,0.050223971,
1768,Surface necrosis (score):,5/14/2019,ST2,0.6,
1769,Weight (g),5/14/2019,ST2,10.172,
1770,Gut content (score):,9/3/2019,ST2,3.4,
1771,Surface necrosis (score):,9/3/2019,ST2,0.4,
1772,Antenna:Shrimp lengths (ratio):,10/1/2019,ST2,0.829903667,
1773,Condition Factor:,10/1/2019,ST2,1.066815014,
1774,Gut content (score):,10/1/2019,ST2,1.4,
1775,Hepatosomatic index:,10/1/2019,ST2,0.063303254,
1776,Surface necrosis (score):,10/1/2019,ST2,0.2,
1777,Weight (g),10/1/2019,ST2,1.91,
1778,Antenna:Shrimp lengths (ratio):,10/8/2019,ST2,0.651557678,
1779,Condition Factor:,10/8/2019,ST2,0.848088587,
1780,Gut content (score):,10/8/2019,ST2,2.6,
1781,Hepatosomatic index:,10/8/2019,ST2,0.063614018,
1782,Surface necrosis (score):,10/8/2019,ST2,0.4,
1783,Weight (g),10/8/2019,ST2,3.86,
1784,Antenna:Shrimp lengths (ratio):,1/3/2020,ST2,1.073457628,
1785,Condition Factor:,1/3/2020,ST2,0.894001866,
1786,Gut content (score):,1/3/2020,ST2,1,
1787,Hepatosomatic index:,1/3/2020,ST2,0.068342526,
1788,Surface necrosis (score):,1/3/2020,ST2,0.8,
1789,Weight (g),1/3/2020,ST2,3.85,
1790,Antenna:Shrimp lengths (ratio):,1/7/2020,ST2,0.810048907,
1791,Condition Factor:,1/7/2020,ST2,0.839064101,
1792,Gut content (score):,1/7/2020,ST2,2,
1793,Hepatosomatic index:,1/7/2020,ST2,0.055509317,
1794,Surface necrosis (score):,1/7/2020,ST2,0.8,
1795,Weight (g),1/7/2020,ST2,6.614,
1796,Antenna:Shrimp lengths (ratio):,1/14/2020,ST2,0.831061972,
1797,Condition Factor:,1/14/2020,ST2,0.909801027,
1798,Gut content (score):,1/14/2020,ST2,2.2,
1799,Hepatosomatic index:,1/14/2020,ST2,0.057896499,
1800,Surface necrosis (score):,1/14/2020,ST2,1,
1801,Weight (g),1/14/2020,ST2,7.298,
1802,Antenna:Shrimp lengths (ratio):,1/21/2020,ST2,0.63345348,
1803,Condition Factor:,1/21/2020,ST2,0.879993397,
1804,Gut content (score):,1/21/2020,ST2,1.2,
1805,Hepatosomatic index:,1/21/2020,ST2,0.050729631,
1806,Surface necrosis (score):,1/21/2020,ST2,0.6,
1807,Weight (g),1/21/2020,ST2,10.166,
1808,Antenna:Shrimp lengths (ratio):,1/28/2020,ST2,0.486520834,
1809,Condition Factor:,1/28/2020,ST2,0.894035838,
1810,Gut content (score):,1/28/2020,ST2,1.8,
1811,Hepatosomatic index:,1/28/2020,ST2,0.051232856,
1812,Surface necrosis (score):,1/28/2020,ST2,0.4,
1813,Weight (g),1/28/2020,ST2,11.646,
1814,Antenna:Shrimp lengths (ratio):,1/5/2018,ST3,0.384733968,
1815,Condition Factor:,1/5/2018,ST3,1.011792708,
1816,Gut content (score):,1/5/2018,ST3,3,
1817,Hepatosomatic index:,1/5/2018,ST3,0.037993956,
1818,Surface necrosis (score):,1/5/2018,ST3,0.666666667,
1819,Gut content (score):,3/1/2018,ST3,2.2,
1820,Surface necrosis (score):,3/1/2018,ST3,0,
1821,Gut content (score):,4/18/2018,ST3,3.4,
1822,Surface necrosis (score):,4/18/2018,ST3,0,
1823,Gut content (score):,4/25/2018,ST3,1.6,
1824,Surface necrosis (score):,4/25/2018,ST3,0,
1825,Antenna:Shrimp lengths (ratio):,5/3/2018,ST3,1.310059624,
1826,Condition Factor:,5/3/2018,ST3,1.539691014,
1827,Gut content (score):,5/3/2018,ST3,0,
1828,Hepatosomatic index:,5/3/2018,ST3,0.056574919,
1829,Surface necrosis (score):,5/3/2018,ST3,0,
1830,Antenna:Shrimp lengths (ratio):,5/10/2018,ST3,0.73383245,
1831,Condition Factor:,5/10/2018,ST3,1.482843241,
1832,Gut content (score):,5/10/2018,ST3,2,
1833,Hepatosomatic index:,5/10/2018,ST3,0.049181442,
1834,Surface necrosis (score):,5/10/2018,ST3,0,
1835,Gut content (score):,6/14/2018,ST3,2.6,
1836,Gut content (score):,6/21/2018,ST3,0.6,
1837,Gut content (score):,7/19/2018,ST3,4,
1838,Gut content (score):,8/1/2018,ST3,0.6,
1839,Antenna:Shrimp lengths (ratio):,8/8/2018,ST3,1.205644625,
1840,Condition Factor:,8/8/2018,ST3,1.574568349,
1841,Gut content (score):,8/8/2018,ST3,0.2,
1842,Hepatosomatic index:,8/8/2018,ST3,0.054984078,
1843,Surface necrosis (score):,8/8/2018,ST3,0,
1844,Antenna:Shrimp lengths (ratio):,8/15/2018,ST3,1.224507422,
1845,Condition Factor:,8/15/2018,ST3,1.258190327,
1846,Gut content (score):,8/15/2018,ST3,0.2,
1847,Hepatosomatic index:,8/15/2018,ST3,0.058460994,
1848,Surface necrosis (score):,8/15/2018,ST3,0,
1849,Antenna:Shrimp lengths (ratio):,8/22/2018,ST3,1.014819559,
1850,Condition Factor:,8/22/2018,ST3,1.144680235,
1851,Gut content (score):,8/22/2018,ST3,0.6,
1852,Hepatosomatic index:,8/22/2018,ST3,0.053592241,
1853,Surface necrosis (score):,8/22/2018,ST3,0,
1854,Antenna:Shrimp lengths (ratio):,8/29/2018,ST3,0.76665627,
1855,Condition Factor:,8/29/2018,ST3,1.081930012,
1856,Gut content (score):,8/29/2018,ST3,0.6,
1857,Hepatosomatic index:,8/29/2018,ST3,0.052033859,
1858,Surface necrosis (score):,8/29/2018,ST3,0.2,
1859,Antenna:Shrimp lengths (ratio):,11/6/2018,ST3,0.996484755,
1860,Condition Factor:,11/6/2018,ST3,1.168340451,
1861,Gut content (score):,11/6/2018,ST3,1.8,
1862,Hepatosomatic index:,11/6/2018,ST3,0.072434157,
1863,Surface necrosis (score):,11/6/2018,ST3,0.2,
1864,Antenna:Shrimp lengths (ratio):,11/13/2018,ST3,0.7120134,
1865,Condition Factor:,11/13/2018,ST3,1.079010586,
1866,Gut content (score):,11/13/2018,ST3,1.6,
1867,Hepatosomatic index:,11/13/2018,ST3,0.063350181,
1868,Surface necrosis (score):,11/13/2018,ST3,0.2,
1869,Antenna:Shrimp lengths (ratio):,11/20/2018,ST3,0.484532008,
1870,Condition Factor:,11/20/2018,ST3,1.043227614,
1871,Gut content (score):,11/20/2018,ST3,2,
1872,Hepatosomatic index:,11/20/2018,ST3,0.053275432,
1873,Surface necrosis (score):,11/20/2018,ST3,0.8,
1874,Antenna:Shrimp lengths (ratio):,11/27/2018,ST3,0.475194407,
1875,Condition Factor:,11/27/2018,ST3,1.152484904,
1876,Gut content (score):,11/27/2018,ST3,3.6,
1877,Hepatosomatic index:,11/27/2018,ST3,0.050183037,
1878,Surface necrosis (score):,11/27/2018,ST3,0.4,
1879,Gut content (score):,12/26/2018,ST3,1.8,
1880,Gut content (score):,1/2/2019,ST3,3.2,
1881,Gut content (score):,1/8/2019,ST3,1.2,
1882,Gut content (score):,1/15/2019,ST3,0.4,
1883,Gut content (score):,1/22/2019,ST3,0.4,
1884,Antenna:Shrimp lengths (ratio):,1/29/2019,ST3,1.002317805,
1885,Condition Factor:,1/29/2019,ST3,1.287901904,
1886,Gut content (score):,1/29/2019,ST3,3,
1887,Hepatosomatic index:,1/29/2019,ST3,0.066445909,
1888,Surface necrosis (score):,1/29/2019,ST3,0,
1889,Antenna:Shrimp lengths (ratio):,2/5/2019,ST3,1.105657744,
1890,Condition Factor:,2/5/2019,ST3,1.099571582,
1891,Gut content (score):,2/5/2019,ST3,0.6,
1892,Hepatosomatic index:,2/5/2019,ST3,0.060068596,
1893,Surface necrosis (score):,2/5/2019,ST3,0.2,
1894,Antenna:Shrimp lengths (ratio):,2/12/2019,ST3,0.814075015,
1895,Condition Factor:,2/12/2019,ST3,1.16923913,
1896,Gut content (score):,2/12/2019,ST3,0.4,
1897,Hepatosomatic index:,2/12/2019,ST3,0.05623719,
1898,Surface necrosis (score):,2/12/2019,ST3,0.2,
1899,Antenna:Shrimp lengths (ratio):,2/19/2019,ST3,0.712026326,
1900,Condition Factor:,2/19/2019,ST3,1.065563809,
1901,Gut content (score):,2/19/2019,ST3,1.6,
1902,Hepatosomatic index:,2/19/2019,ST3,0.055284075,
1903,Surface necrosis (score):,2/19/2019,ST3,0.2,
1904,Gut content (score):,3/12/2019,ST3,0,
1905,Gut content (score):,3/19/2019,ST3,1,
1906,Gut content (score):,3/26/2019,ST3,0.6,
1907,Antenna:Shrimp lengths (ratio):,5/7/2019,ST3,0.364700987,
1908,Condition Factor:,5/7/2019,ST3,0.879293343,
1909,Gut content (score):,5/7/2019,ST3,1.8,
1910,Hepatosomatic index:,5/7/2019,ST3,0.049502492,
1911,Surface necrosis (score):,5/7/2019,ST3,0.4,
1912,Weight (g),5/7/2019,ST3,10.684,
1913,Antenna:Shrimp lengths (ratio):,5/14/2019,ST3,0.25692065,
1914,Condition Factor:,5/14/2019,ST3,0.901466102,
1915,Gut content (score):,5/14/2019,ST3,2,
1916,Hepatosomatic index:,5/14/2019,ST3,0.046864621,
1917,Surface necrosis (score):,5/14/2019,ST3,0.4,
1918,Weight (g),5/14/2019,ST3,10.878,
1919,Gut content (score):,9/3/2019,ST3,3.2,
1920,Surface necrosis (score):,9/3/2019,ST3,0,
1921,Antenna:Shrimp lengths (ratio):,10/1/2019,ST3,0.566631819,
1922,Condition Factor:,10/1/2019,ST3,1.0532581,
1923,Gut content (score):,10/1/2019,ST3,1.2,
1924,Hepatosomatic index:,10/1/2019,ST3,0.067850693,
1925,Surface necrosis (score):,10/1/2019,ST3,1,
1926,Weight (g),10/1/2019,ST3,2.9,
1927,Antenna:Shrimp lengths (ratio):,1/3/2020,ST3,0.74962708,
1928,Condition Factor:,1/3/2020,ST3,0.932028611,
1929,Gut content (score):,1/3/2020,ST3,1,
1930,Hepatosomatic index:,1/3/2020,ST3,0.058712214,
1931,Surface necrosis (score):,1/3/2020,ST3,1.4,
1932,Weight (g),1/3/2020,ST3,3.064,
1933,Antenna:Shrimp lengths (ratio):,1/7/2020,ST3,0.84444272,
1934,Condition Factor:,1/7/2020,ST3,0.874179021,
1935,Gut content (score):,1/7/2020,ST3,1.6,
1936,Hepatosomatic index:,1/7/2020,ST3,0.062428708,
1937,Surface necrosis (score):,1/7/2020,ST3,0.4,
1938,Weight (g),1/7/2020,ST3,5.286,
1939,Antenna:Shrimp lengths (ratio):,1/14/2020,ST3,0.791256839,
1940,Condition Factor:,1/14/2020,ST3,0.935376247,
1941,Gut content (score):,1/14/2020,ST3,2.2,
1942,Hepatosomatic index:,1/14/2020,ST3,0.061302287,
1943,Surface necrosis (score):,1/14/2020,ST3,0.4,
1944,Weight (g),1/14/2020,ST3,9.16,
1945,Antenna:Shrimp lengths (ratio):,1/21/2020,ST3,0.562557929,
1946,Condition Factor:,1/21/2020,ST3,0.884512123,
1947,Gut content (score):,1/21/2020,ST3,0.6,
1948,Hepatosomatic index:,1/21/2020,ST3,0.056924052,
1949,Surface necrosis (score):,1/21/2020,ST3,0.8,
1950,Weight (g),1/21/2020,ST3,11.434,
1951,Antenna:Shrimp lengths (ratio):,1/28/2020,ST3,0.761551144,
1952,Condition Factor:,1/28/2020,ST3,0.834237712,
1953,Gut content (score):,1/28/2020,ST3,2,
1954,Hepatosomatic index:,1/28/2020,ST3,0.051082178,
1955,Surface necrosis (score):,1/28/2020,ST3,0.4,
1956,Weight (g),1/28/2020,ST3,12.67,
1957,Gut content (score):,3/31/2020,ST3,3,
1958,Antenna:Shrimp lengths (ratio):,1/5/2018,STA,1.121753876,
1959,Condition Factor:,1/5/2018,STA,0.972758999,
1960,Gut content (score):,1/5/2018,STA,1.666666667,
1961,Hepatosomatic index:,1/5/2018,STA,0.075203747,
1962,Surface necrosis (score):,1/5/2018,STA,0.333333333,
1963,Antenna:Shrimp lengths (ratio):,4/3/2018,STA,1.030001018,
1964,Condition Factor:,4/3/2018,STA,1.038683054,
1965,Gut content (score):,4/3/2018,STA,1.2,
1966,Hepatosomatic index:,4/3/2018,STA,0.070288082,
1967,Surface necrosis (score):,4/3/2018,STA,0,
1968,Antenna:Shrimp lengths (ratio):,4/12/2018,STA,0.079168577,
1969,Condition Factor:,4/12/2018,STA,1.558766393,
1970,Gut content (score):,4/12/2018,STA,0.4,
1971,Hepatosomatic index:,4/12/2018,STA,0.046910461,
1972,Surface necrosis (score):,4/12/2018,STA,0,
1973,Gut content (score):,5/24/2018,STA,3,
1974,Surface necrosis (score):,5/24/2018,STA,0,
1975,Gut content (score):,5/31/2018,STA,0.4,
1976,Surface necrosis (score):,5/31/2018,STA,0,
1977,Gut content (score):,6/7/2018,STA,0,
1978,Antenna:Shrimp lengths (ratio):,6/14/2018,STA,0.967134056,
1979,Condition Factor:,6/14/2018,STA,1.073485941,
1980,Gut content (score):,6/14/2018,STA,0.2,
1981,Hepatosomatic index:,6/14/2018,STA,0.059810507,
1982,Surface necrosis (score):,6/14/2018,STA,0,
1983,Antenna:Shrimp lengths (ratio):,6/21/2018,STA,0.711048748,
1984,Condition Factor:,6/21/2018,STA,1.200558119,
1985,Gut content (score):,6/21/2018,STA,1.2,
1986,Hepatosomatic index:,6/21/2018,STA,0.048863462,
1987,Surface necrosis (score):,6/21/2018,STA,0.2,
1988,Gut content (score):,7/19/2018,STA,3.6,
1989,Gut content (score):,8/1/2018,STA,2.8,
1990,Antenna:Shrimp lengths (ratio):,8/8/2018,STA,1.519714245,
1991,Condition Factor:,8/8/2018,STA,1.846208808,
1992,Gut content (score):,8/8/2018,STA,0.6,
1993,Hepatosomatic index:,8/8/2018,STA,0.058081188,
1994,Surface necrosis (score):,8/8/2018,STA,0,
1995,Antenna:Shrimp lengths (ratio):,8/15/2018,STA,1.346479733,
1996,Condition Factor:,8/15/2018,STA,1.129646747,
1997,Gut content (score):,8/15/2018,STA,1.6,
1998,Hepatosomatic index:,8/15/2018,STA,0.051833139,
1999,Surface necrosis (score):,8/15/2018,STA,0,
2000,Antenna:Shrimp lengths (ratio):,8/22/2018,STA,0.939746937,
2001,Condition Factor:,8/22/2018,STA,1.260603984,
2002,Gut content (score):,8/22/2018,STA,1,
2003,Hepatosomatic index:,8/22/2018,STA,0.063631703,
2004,Surface necrosis (score):,8/22/2018,STA,0.2,
2005,Antenna:Shrimp lengths (ratio):,8/29/2018,STA,0.61634175,
2006,Condition Factor:,8/29/2018,STA,1.326675901,
2007,Gut content (score):,8/29/2018,STA,1.8,
2008,Hepatosomatic index:,8/29/2018,STA,0.053136895,
2009,Surface necrosis (score):,8/29/2018,STA,0,
2010,Antenna:Shrimp lengths (ratio):,11/6/2018,STA,0.540763514,
2011,Condition Factor:,11/6/2018,STA,1.088693716,
2012,Gut content (score):,11/6/2018,STA,1.4,
2013,Hepatosomatic index:,11/6/2018,STA,0.058184037,
2014,Surface necrosis (score):,11/6/2018,STA,0.8,
2015,Antenna:Shrimp lengths (ratio):,11/13/2018,STA,0.448134928,
2016,Condition Factor:,11/13/2018,STA,1.078788741,
2017,Gut content (score):,11/13/2018,STA,2.2,
2018,Hepatosomatic index:,11/13/2018,STA,0.052378284,
2019,Surface necrosis (score):,11/13/2018,STA,1,
2020,Antenna:Shrimp lengths (ratio):,11/20/2018,STA,0.601751369,
2021,Condition Factor:,11/20/2018,STA,1.092911721,
2022,Gut content (score):,11/20/2018,STA,1,
2023,Hepatosomatic index:,11/20/2018,STA,0.051124363,
2024,Surface necrosis (score):,11/20/2018,STA,0.8,
2025,Antenna:Shrimp lengths (ratio):,11/27/2018,STA,0.437543608,
2026,Condition Factor:,11/27/2018,STA,1.124410572,
2027,Gut content (score):,11/27/2018,STA,1,
2028,Hepatosomatic index:,11/27/2018,STA,0.053273169,
2029,Surface necrosis (score):,11/27/2018,STA,0.4,
2030,Gut content (score):,12/26/2018,STA,2.6,
2031,Gut content (score):,1/2/2019,STA,2.4,
2032,Gut content (score):,1/8/2019,STA,1.6,
2033,Gut content (score):,1/15/2019,STA,0.8,
2034,Gut content (score):,1/22/2019,STA,0,
2035,Antenna:Shrimp lengths (ratio):,1/29/2019,STA,1.403418705,
2036,Condition Factor:,1/29/2019,STA,1.25753116,
2037,Gut content (score):,1/29/2019,STA,1.8,
2038,Hepatosomatic index:,1/29/2019,STA,0.054609232,
2039,Surface necrosis (score):,1/29/2019,STA,0,
2040,Antenna:Shrimp lengths (ratio):,2/5/2019,STA,1.419696186,
2041,Condition Factor:,2/5/2019,STA,2.158364712,
2042,Gut content (score):,2/5/2019,STA,2.2,
2043,Hepatosomatic index:,2/5/2019,STA,0.052391862,
2044,Surface necrosis (score):,2/5/2019,STA,0,
2045,Antenna:Shrimp lengths (ratio):,2/12/2019,STA,1.027335341,
2046,Condition Factor:,2/12/2019,STA,1.18209172,
2047,Gut content (score):,2/12/2019,STA,0.8,
2048,Hepatosomatic index:,2/12/2019,STA,0.049985018,
2049,Surface necrosis (score):,2/12/2019,STA,0,
2050,Antenna:Shrimp lengths (ratio):,2/19/2019,STA,0.723336515,
2051,Condition Factor:,2/19/2019,STA,1.070371737,
2052,Gut content (score):,2/19/2019,STA,2.2,
2053,Hepatosomatic index:,2/19/2019,STA,0.054936733,
2054,Surface necrosis (score):,2/19/2019,STA,0,
2055,Gut content (score):,3/12/2019,STA,0.2,
2056,Gut content (score):,3/19/2019,STA,0.4,
2057,Gut content (score):,3/26/2019,STA,0.6,
2058,Antenna:Shrimp lengths (ratio):,5/7/2019,STA,0.498381877,
2059,Condition Factor:,5/7/2019,STA,0.881988244,
2060,Gut content (score):,5/7/2019,STA,2,
2061,Hepatosomatic index:,5/7/2019,STA,0.02291309,
2062,Surface necrosis (score):,5/7/2019,STA,0,
2063,Weight (g),5/7/2019,STA,10.89,
2064,Antenna:Shrimp lengths (ratio):,5/14/2019,STA,0.423858741,
2065,Condition Factor:,5/14/2019,STA,0.923422029,
2066,Gut content (score):,5/14/2019,STA,2.8,
2067,Hepatosomatic index:,5/14/2019,STA,0.048860753,
2068,Surface necrosis (score):,5/14/2019,STA,0.6,
2069,Weight (g),5/14/2019,STA,15.146,
2070,Gut content (score):,9/3/2019,STA,1.4,
2071,Surface necrosis (score):,9/3/2019,STA,0.2,
2072,Antenna:Shrimp lengths (ratio):,10/1/2019,STA,0.659678716,
2073,Condition Factor:,10/1/2019,STA,1.065244497,
2074,Gut content (score):,10/1/2019,STA,1.6,
2075,Hepatosomatic index:,10/1/2019,STA,0.058836584,
2076,Surface necrosis (score):,10/1/2019,STA,0.6,
2077,Weight (g),10/1/2019,STA,1.566,
2078,Antenna:Shrimp lengths (ratio):,1/3/2020,STA,0.93385781,
2079,Condition Factor:,1/3/2020,STA,0.957182655,
2080,Gut content (score):,1/3/2020,STA,0.8,
2081,Hepatosomatic index:,1/3/2020,STA,0.059310974,
2082,Surface necrosis (score):,1/3/2020,STA,1,
2083,Weight (g),1/3/2020,STA,4.654,
2084,Antenna:Shrimp lengths (ratio):,1/7/2020,STA,1.066448827,
2085,Condition Factor:,1/7/2020,STA,0.869605125,
2086,Gut content (score):,1/7/2020,STA,1.6,
2087,Hepatosomatic index:,1/7/2020,STA,0.065112984,
2088,Surface necrosis (score):,1/7/2020,STA,0.6,
2089,Weight (g),1/7/2020,STA,6.628,
2090,Antenna:Shrimp lengths (ratio):,1/14/2020,STA,0.704118303,
2091,Condition Factor:,1/14/2020,STA,0.924679622,
2092,Gut content (score):,1/14/2020,STA,0.8,
2093,Hepatosomatic index:,1/14/2020,STA,0.0599935,
2094,Surface necrosis (score):,1/14/2020,STA,0.8,
2095,Weight (g),1/14/2020,STA,6.886,
2096,Antenna:Shrimp lengths (ratio):,1/21/2020,STA,0.580536351,
2097,Condition Factor:,1/21/2020,STA,0.881915182,
2098,Gut content (score):,1/21/2020,STA,2.2,
2099,Hepatosomatic index:,1/21/2020,STA,0.058429499,
2100,Surface necrosis (score):,1/21/2020,STA,0.6,
2101,Weight (g),1/21/2020,STA,10.496,
2102,Antenna:Shrimp lengths (ratio):,1/28/2020,STA,0.628157713,
2103,Condition Factor:,1/28/2020,STA,0.850594142,
2104,Gut content (score):,1/28/2020,STA,2.8,
2105,Hepatosomatic index:,1/28/2020,STA,0.050199909,
2106,Surface necrosis (score):,1/28/2020,STA,1,
2107,Weight (g),1/28/2020,STA,13.538,
2108,Gut content (score):,3/31/2020,STA,0,
2109,Antenna:Shrimp lengths (ratio):,4/3/2018,STB,1.406446954,
2110,Condition Factor:,4/3/2018,STB,1.09361693,
2111,Gut content (score):,4/3/2018,STB,1.4,
2112,Hepatosomatic index:,4/3/2018,STB,0.049418376,
2113,Surface necrosis (score):,4/3/2018,STB,0,
2114,Antenna:Shrimp lengths (ratio):,4/12/2018,STB,0.526699208,
2115,Condition Factor:,4/12/2018,STB,1.256954975,
2116,Gut content (score):,4/12/2018,STB,0.4,
2117,Hepatosomatic index:,4/12/2018,STB,0.047892787,
2118,Surface necrosis (score):,4/12/2018,STB,0,
2119,Gut content (score):,5/31/2018,STB,0.4,
2120,Surface necrosis (score):,5/31/2018,STB,0,
2121,Gut content (score):,6/7/2018,STB,3.2,
2122,Gut content (score):,6/14/2018,STB,0.8,
2123,Antenna:Shrimp lengths (ratio):,6/22/2018,STB,0.863126473,
2124,Condition Factor:,6/22/2018,STB,1.182999243,
2125,Gut content (score):,6/22/2018,STB,1.2,
2126,Hepatosomatic index:,6/22/2018,STB,0.047305854,
2127,Surface necrosis (score):,6/22/2018,STB,0.2,
2128,Gut content (score):,7/19/2018,STB,3.8,
2129,Gut content (score):,8/1/2018,STB,1,
2130,Antenna:Shrimp lengths (ratio):,8/8/2018,STB,1.621852448,
2131,Condition Factor:,8/8/2018,STB,1.594251623,
2132,Gut content (score):,8/8/2018,STB,3,
2133,Hepatosomatic index:,8/8/2018,STB,0.04649393,
2134,Surface necrosis (score):,8/8/2018,STB,0,
2135,Antenna:Shrimp lengths (ratio):,8/15/2018,STB,1.208044879,
2136,Condition Factor:,8/15/2018,STB,1.01921354,
2137,Gut content (score):,8/15/2018,STB,1.4,
2138,Hepatosomatic index:,8/15/2018,STB,0.046515735,
2139,Surface necrosis (score):,8/15/2018,STB,0,
2140,Antenna:Shrimp lengths (ratio):,8/22/2018,STB,0.92712606,
2141,Condition Factor:,8/22/2018,STB,1.296686394,
2142,Gut content (score):,8/22/2018,STB,0.8,
2143,Hepatosomatic index:,8/22/2018,STB,0.05577889,
2144,Surface necrosis (score):,8/22/2018,STB,0,
2145,Antenna:Shrimp lengths (ratio):,8/29/2018,STB,0.975573459,
2146,Condition Factor:,8/29/2018,STB,1.405193124,
2147,Gut content (score):,8/29/2018,STB,2,
2148,Hepatosomatic index:,8/29/2018,STB,0.052613905,
2149,Surface necrosis (score):,8/29/2018,STB,0,
2150,Antenna:Shrimp lengths (ratio):,11/6/2018,STB,0.862713675,
2151,Condition Factor:,11/6/2018,STB,1.128732984,
2152,Gut content (score):,11/6/2018,STB,1.2,
2153,Hepatosomatic index:,11/6/2018,STB,0.063192901,
2154,Surface necrosis (score):,11/6/2018,STB,0.2,
2155,Antenna:Shrimp lengths (ratio):,11/13/2018,STB,0.570229021,
2156,Condition Factor:,11/13/2018,STB,1.030774811,
2157,Gut content (score):,11/13/2018,STB,1,
2158,Hepatosomatic index:,11/13/2018,STB,0.064421694,
2159,Surface necrosis (score):,11/13/2018,STB,0.2,
2160,Antenna:Shrimp lengths (ratio):,11/20/2018,STB,0.36276062,
2161,Condition Factor:,11/20/2018,STB,1.070531746,
2162,Gut content (score):,11/20/2018,STB,0.4,
2163,Hepatosomatic index:,11/20/2018,STB,0.054494825,
2164,Surface necrosis (score):,11/20/2018,STB,1,
2165,Antenna:Shrimp lengths (ratio):,11/27/2018,STB,0.503164689,
2166,Condition Factor:,11/27/2018,STB,1.174219468,
2167,Gut content (score):,11/27/2018,STB,0.8,
2168,Hepatosomatic index:,11/27/2018,STB,0.047911635,
2169,Surface necrosis (score):,11/27/2018,STB,0.2,
2170,Gut content (score):,12/26/2018,STB,1.8,
2171,Gut content (score):,1/2/2019,STB,1,
2172,Gut content (score):,1/8/2019,STB,2,
2173,Gut content (score):,1/15/2019,STB,2,
2174,Gut content (score):,1/22/2019,STB,0.2,
2175,Antenna:Shrimp lengths (ratio):,1/29/2019,STB,1.023453768,
